,_id,email,situacao-habitacional,distrito,concelho,freguesia,area-util,tipo-casa,tipologia,ano-nascimento,nacionalidade,rendimento-anual,num-pessoas-nao-dependentes,num-pessoas-dependentes,situacao-profissional,educacao,satisfacao,testemunho,comentarios,percentagem-renda-paga,valor-mensal-renda,ano-inicio-arrendamento,rendimento-arrendamento,estrategia-arrendamento,insatisfacao-motivos,insertedAt,valor-compra,ano-compra,estado-conservacao,estrategia-compra,rendimento-liquido-anual-individual-na-compra,outra-insatisfacao,rendimento-liquido-anual-conjunto-na-compra,outra-estrategia-arrendamento,ano-heranca-aquisicao,rendimento-liquido-anual-individual-na-aquisicao,rendimento-heranca-conjunto,estado-conservacao-heranca,hashingV2,salt,outra-estrategia-compra
10,663cc901c14282b1b3e466dd,269539cda82f1862297f6005dde0f20662a465e73e8a8ae52b5310cc5becec1a,['arrendo'],porto,porto,paranhos,41-60,['moradia'],['T1'],1997,portugal,12001-20000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,100,300.0,2022.0,20001-35000,"['outra', 'sem-ajuda']",['falta-espaco'],2024-05-09 13:00:49.327,,,,,,,,Propriedade de familiares que permitem um arrendamento acessível,,,,,,,
11,663ccb64c14282b1b3e466df,6fc6f79ac538dec7c4126bbea88e6c7ca51abcdfd821f3f0b7c6212ea23efab6,['arrendo'],porto,porto,bonfim,201-400,['apartamento'],['T3'],1997,portugal,7001-12000,3,0,['empregado-tempo-inteiro'],estudo-superior,['indiferente'],NR,NR,25,300.0,2022.0,<7001,"['apoio-familiar-inicio', 'sem-ajuda']","['vivo-longe', 'habitacao-mau-estado', 'pago-demasiado', 'dificuldades-financeiras', 'partilho-casa-com-desconhecidos', 'outro']",2024-05-09 13:11:00.676,,,,,,,,,,,,,,,
12,663ccc58c14282b1b3e466e1,381f216cf3ecaee00b3afca9e58ba71f085af263c8db7fdd9710dcf8cd4e4367,['arrendo'],coimbra,coimbra,santo antónio dos olivais,21-40,['apartamento'],['T1'],1992,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,50,187.0,2017.0,7001-12000,['sem-ajuda'],"['falta-espaco', 'habitacao-mau-estado']",2024-05-09 13:15:04.701,,,,,,,,,,,,,,,
13,663ccdf4c14282b1b3e466e3,b055c4cc978ff17dd220a74e0d886338836b7e351fbb27de9df080508ac3291d,['arrendo'],porto,porto,bonfim,41-60,['apartamento'],['T3'],2002,portugal,7001-12000,0,0,"['empregado-tempo-inteiro', 'estudante-tempo-integral']",licenciatura,['satisfeito'],NR,NR,30,325.0,2023.0,7001-12000,['apoio-familiar-inicio'],"['quero-independecia', 'vivo-longe']",2024-05-09 13:21:56.966,,,,,,,,,,,,,,,
14,663cd059c14282b1b3e466e5,d029062952bff62f441ec75ec5bf4efeff9578625f56df01cbeca2b51c19e0a5,['outrem'],porto,porto,bonfim,21-40,['moradia'],['T1'],1984,portugal,7001-12000,1,1,['contrato-temporario'],mestrado,['muito-insatisfeito'],"Sentimos um bocado frustrados, porque apesar da casa pertencer a familia e não pagarmos renda ela não está em grandes condições e está numa zona um pouco insegura. A frustação vem do facto de também não vermos maneira de dar entrada para uma casa noutro sitio mais seguro e com mais qualidade de vida. Isto leva-nos a pensar que se podermos arranjar trabalho fora do país, talvez mudemos, pois a melhoria salarial/condições de vida compensaria o risco da mudança.",NR,,,,,,"['habitacao-mau-estado', 'falta-espaco', 'vivo-zona-insegura']",2024-05-09 13:32:09.117,,,,,,,,,,,,,,,
15,663cd0adc14282b1b3e466e7,ea201a9798d0f62d6b463293fdd37ddc4ac0054e88f49b2e3f083e77e0d39549,['arrendo'],lisboa,lisboa,alvalade,21-40,['apartamento'],['T4+'],1997,portugal,20001-35000,3,0,['empregado-tempo-inteiro'],licenciatura,['insatisfeito'],NR,NR,30,380.0,2022.0,12001-20000,['sem-ajuda'],"['partilho-casa-com-desconhecidos', 'pago-demasiado']",2024-05-09 13:33:33.878,,,,,,,,,,,,,,,
16,663cd267182a600ea028f651,fb95e10b9450bc741a123625a12bb5bf6fdf6ba589e867be45fed9f65391e70b,['arrendo'],porto,porto,paranhos,81-100,['apartamento'],['T2'],1996,portugal,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,50,390.0,2022.0,12001-20000,['sem-ajuda'],['dificuldades-financeiras'],2024-05-09 13:40:55.593,,,,,,,,,,,,,,,
17,663cd424976c65aab3bd760c,357779a415bac90ee89ea7c92593f410108eaa7a75fd70335e4743562c5876b8,['arrendo'],lisboa,lisboa,alvalade,41-60,['apartamento'],['T2'],1996,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],"Não tenho contrato (senão pagava mais), tenho apenas um comodato.",NR,80,640.0,2021.0,12001-20000,"['apoio-familiar-inicio', 'apoio-familiar-actualmente']",['pago-demasiado'],2024-05-09 13:48:20.169,,,,,,,,,,,,,,,
18,663cd56a976c65aab3bd760e,edc59b3f5f01014f0d814f24c6584b251ea14af8da1c451589691eb53fee548b,['comprei'],lisboa,lisboa,santa clara,81-100,['apartamento'],['T2'],1982,portugal,>80001,1,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,,,,,,['outro'],2024-05-09 13:53:46.353,200000.0,2018.0,execelente,['emprestimo'],50001-80000,queria uma casa maior,,,,,,,,,
19,663cd693976c65aab3bd7610,f5c286fe979fd2af8b990158819096a802958da0e82475d38367fb60791e02e1,['arrendo'],lisboa,oeiras,"união das freguesias de oeiras e são julião da barra, paço de arcos e caxias",21-40,['apartamento'],['T1'],1997,portugal,12001-20000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],É o apoio que recebo do estado (porta65 jovem) que me permite viver sozinha atualmente. Sem ele teria certamente de alugar um quarto,NR,100,600.0,2023.0,12001-20000,['apoio-social'],['falta-espaco'],2024-05-09 13:58:43.696,,,,,,,,,,,,,,,
20,663cd849976c65aab3bd7612,0da3502ce2f377acde1d264ea73349b29b57d1006163d834b275defcac4ddfbf,['outrem'],lisboa,mafra,milharado,201-400,['moradia'],['T4+'],1999,portugal,12001-20000,2,3,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],NR,NR,,,,,,"['vivo-longe', 'quero-independecia']",2024-05-09 14:06:01.181,,,,,,,,,,,,,,,
21,663cd938976c65aab3bd7614,297c2ef941dd9d91717b293c6e109f60e211942f4ef7b0063f540a8cbdadb892,['outrem'],lisboa,sintra,união das freguesias do cacém e são marcos,61-80,['apartamento'],['T2'],1998,portugal,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],"Vivo com os meus pais. Gostaria de ter o meu próprio quarto e uma vida independente, mas é ilógico no contexto atual de rendas elevadas e rendimento baixo conseguir ter um sítio só meu. Meus pais compraram este apartamento há 10 anos e antes morávamos em apartamentos alugados, tanto sozinhos quanto partilhados com outras pessoas.",NR,,,,,,"['financeiramente-dependente', 'quero-independecia']",2024-05-09 14:10:00.504,,,,,,,,,,,,,,,
22,663cd9f5976c65aab3bd7616,725b1346135a09daf2f8b1879f1c922eb4bcf7bf3bb8721dad08d8f57e1a0743,['comprei'],lisboa,lisboa,campolide,41-60,['apartamento'],['T1'],1997,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],NR,NR,,,,,,"['falta-espaco', 'habitacao-mau-estado']",2024-05-09 14:13:09.488,150000.0,2021.0,mau,['emprestimo'],20001-35000,,,,,,,,,,
23,663cde3ed99b75865e589561,fdaecb5b243408974a7b005adcae74cab4eac117432eb28b7776d15d6634677f,['arrendo'],lisboa,lisboa,campo de ourique,61-80,['apartamento'],['T3'],1993,portugal,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,35,412.0,2021.0,7001-12000,['sem-ajuda'],"['pago-demasiado', 'quero-independecia']",2024-05-09 14:31:26.675,,,,,,,,,,,,,,,
24,663cdfd9d99b75865e589563,db21123941192a209ca6f62934878df050f810a90f1af071f5edb4f7e702940e,['outrem'],lisboa,oeiras,"união das freguesias de oeiras e são julião da barra, paço de arcos e caxias",61-80,['apartamento'],['T3'],2002,portugal,<7001,2,1,"['empregado-tempo-parcial', 'estudante-tempo-parcial']",licenciatura,['satisfeito'],NR,NR,,,,,,['vivo-longe'],2024-05-09 14:38:17.679,,,,,,,,,,,,,,,
25,663ce21bd99b75865e589565,f0ad5873940f134a8ba261f1aac08ebe034b707918a081d3375fad39a1d105e5,['arrendo'],lisboa,lisboa,penha de frança,61-80,['apartamento'],['T2'],1991,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],NR,NR,50,260.0,2019.0,20001-35000,['sem-ajuda'],"['vivo-longe', 'habitacao-mau-estado', 'outro']",2024-05-09 14:47:55.463,,,,,,Queria comprar casa e não é possível.,,,,,,,,,
26,663ce472f523ada9fd7f6c87,c1ac933921f0a2699dbdf61e94efe5ce75e685f8da7b6c72b51045efa44d0564,['comprei'],lisboa,lisboa,alvalade,81-100,['apartamento'],['T2'],1991,portugal,50001-80000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],"Olá! Sou a Sara Guerreiro de Sousa. 
Desde pequena que ambicionei ter a minha própria casa em Lisboa no Bairro de Alvalade - uma casa pequena mas confortável que me permitisse tirar proveito do que o bairro oferece culturalmente e socialmente e me permitisse deslocar-me para o centro da cidade a pé, de bicicleta ou transportes públicos, sem necessidade de usar o carro em todo o tempo. 
Depois de terminar o mestrado em Lisboa, os meus sonhos profissionais levaram-me a mudar-me para Londres onde trabalhei durante quase 6 anos a ganhar um salário significativamente superior ao que estaria a ganhar em Portugal (cerca de 2 a 3 vezes mais). Em Londres partilhei casa com outras 3 pessoas. Durante esse período mantive sempre presente a vontade de voltar para Portugal e comprar a minha própria casa em Lisboa - e foi essa  motivação que levou a ser disciplinada e juntar algum dinheiro nesse período. Entretanto chegou o Covid e decidi regressar para Portugal onde, abandonando a minha casa de Londres e sendo hospedada por família consegui estar quase um ano sem pagar renda e ainda a receber um rendimento ao nível de Londres. Foi assim que juntei o suficiente para dar entrada, sozinha, num T2 em Alvalade. Tive também alguma ajuda financeira da minha família que complementou o restante do crédito. Hoje em dia trabalho e vivo em Lisboa onde sou muito Feliz no meu pequeno T2 em Alvalade. É com muita tristeza que vejo que, apesar do sonho ser antigo, foi apenas concretizado por um cruzamento de circunstâncias pessoas e situacionais muito particulares e que infelizmente a maior parte dos meus amigos e jovens da minha idade continua ainda hoje, 3 anos depois, sem conseguir comprar habitação própria.",NR,,,,,,,2024-05-09 14:57:54.671,300000.0,2021.0,execelente,"['emprestimo', 'apoio-familiar', 'trabalho-estrangeiro']",50001-80000,,,,,,,,,,
27,663ce9b70672f2c0d5735197,4b6f533a4b096b4a57a28da66e05c963716ce06bdc5b767eb41b8e8b1d377be2,['outrem'],aveiro,espinho,silvalde,201-400,['moradia'],['T4+'],1998,portugal,<7001,2,1,['estudante-tempo-integral'],licenciatura,['muito-satisfeito'],NR,NR,,,,,,,2024-05-09 15:20:23.992,,,,,,,,,,,,,,,
28,663cec3f1e00490cad4172c9,3ac3e762cef96fc5bb5cb0315fec5cea3c5799cbe33c28e75fb07b4b855f35d4,['comprei'],porto,vila nova de gaia,canidelo,61-80,['apartamento'],['T2'],1999,portugal,7001-12000,0,1,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],NR,NR,,,,,,,2024-05-09 15:31:11.155,157000.0,2024.0,medio,['emprestimo'],7001-12000,,,,,,,,,,
29,663cedf41e00490cad4172cb,65a6fcad9e4d73a05914678bd045895f24a36f2fdcbd1ffe26226a15624d0d19,['comprei'],lisboa,oeiras,união das freguesias de carnaxide e queijas,101-200,['apartamento'],['T2'],1991,portugal,35001-50000,1,2,"['empregado-tempo-inteiro', 'licenca']",mestrado,['muito-satisfeito'],NR,NR,,,,,,,2024-05-09 15:38:28.233,270000.0,2020.0,bom,"['emprestimo', 'apoio-familiar', 'sem-ajuda']",20001-35000,,,,,,,,,,
30,663cf447f98f450700286280,1d945e4947da1a05bf393b67b2e0a1fe2be36965cd4f44da5069a1df505e0092,['outrem'],aveiro,águeda,aguada de cima,>400,['moradia'],['T0'],2024,afeganistao,sem-rendimento,20,20,['desempregada'],doutoramento,['muito-insatisfeito'],x,x,,,,,,"['quero-independecia', 'vivo-zona-insegura', 'partilho-casa-com-desconhecidos', 'vivo-longe-de-transportes', 'financeiramente-dependente', 'dificuldades-financeiras', 'pago-demasiado', 'falta-espaco', 'habitacao-mau-estado', 'vivo-longe', 'outro']",2024-05-09 16:05:27.629,,,,,,x,,,,,,,,,
31,663cf54af98f450700286282,20aaa855fece92d86c40fcf05fdb3061fe25a9189894f6a5acc528fe17550d0e,['outrem'],porto,porto,"união das freguesias de aldoar, foz do douro e nevogilde",101-200,['apartamento'],['T4+'],1986,portugal,20001-35000,2,0,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],Pretendo mudar mas o maior desafio é o elevado custo financeiro das rendas ou preço das casas,NR,,,,,,"['financeiramente-dependente', 'quero-independecia']",2024-05-09 16:09:46.568,,,,,,,,,,,,,,,
32,663cf5a9f98f450700286284,f1cd4c4e82f3b55d0ea84dcec3e804bfa43abb62eebb951dd11ca6ed0c8e1d19,['comprei'],porto,vila nova de gaia,canidelo,61-80,['apartamento'],['T2'],1997,portugal,20001-35000,2,0,['empregado-tempo-inteiro'],secundario,['satisfeito'],NR,NR,,,,,,['outro'],2024-05-09 16:11:21.328,157000.0,2024.0,bom,"['emprestimo', 'conjunto']",20001-35000,Nao estou insatisfeito ,20001-35000,,,,,,,,
33,663cf663f98f450700286286,084bc3074938556b2b8fc9b9d94f3e0e58d49f7beb160d14cd8b208bb8dc6e02,['arrendo'],lisboa,lisboa,alvalade,41-60,['apartamento'],['T1'],1995,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],NR,NR,50,380.0,2022.0,12001-20000,['sem-ajuda'],"['falta-espaco', 'pago-demasiado', 'outro']",2024-05-09 16:14:27.628,,,,,,Isolamento termico é pessimo,,,,,,,,,
34,663cf676f98f450700286288,7bb49e38d00f5e9013928c313e5fa363a96293a5ffd1cac6f388250e3e348349,['arrendo'],lisboa,lisboa,santo antónio,61-80,['apartamento'],['T3'],1995,italia,35001-50000,2,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],E' impossível arrendar uma casa sozinha. E' psicologicamente desafiante que com casi 30 anos a minha situação e' esta.,NR,35,420.0,2021.0,20001-35000,['sem-ajuda'],"['habitacao-mau-estado', 'falta-espaco', 'quero-independecia']",2024-05-09 16:14:46.447,,,,,,,,,,,,,,,
35,663cf78af98f45070028628a,a7a1f5542d1d9d439831fad7011074d54f2307cd499b9b1dd208305b15d827ff,['comprei'],porto,marco de canaveses,"alpendorada, várzea e torrão",>400,['moradia'],['T3'],1972,portugal,35001-50000,1,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,,,,,,['pago-demasiado'],2024-05-09 16:19:22.687,250000.0,2010.0,raiz,['emprestimo'],20001-35000,,,,,,,,,,
36,663cf7acf98f45070028628c,3c936f42b4ee2a91f90561ecc6c61b2a1a02310e0efd138caf854b7eb940fa93,['arrendo'],lisboa,lisboa,alcântara,61-80,['apartamento'],['T1'],1994,portugal,35001-50000,1,0,['independente'],mestrado,['muito-satisfeito'],NR,NR,100,630.0,2020.0,<7001,['outra'],,2024-05-09 16:19:56.927,,,,,,,,Herdei uma casa que arrendo,,,,,,,
37,663cf833f98f45070028628e,76ee75273623da8a8044ae5c722400301177579b589932f1a599b1d325a1a4d8,['comprei'],lisboa,loures,loures,101-200,['moradia'],['T4+'],1987,portugal,35001-50000,1,2,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],NR,NR,,,,,,,2024-05-09 16:22:11.707,187500.0,2014.0,mau,"['emprestimo', 'conjunto', 'arrendar-parte-habitacao']",20001-35000,,50001-80000,,,,,,,,
38,663cf8f9f98f450700286290,788c6b2ca8c9006589ed169d39c73f9e28223b2258b9419f53789757c208d3eb,['comprei'],lisboa,lisboa,lumiar,101-200,['apartamento'],['T3'],1970,portugal,50001-80000,1,2,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,,,,,,['outro'],2024-05-09 16:25:29.506,310000.0,2022.0,raiz,['emprestimo'],50001-80000,Queria casa maior,,,,,,,,,
39,663cfe4bf98f450700286292,64b215334568df489a871388a941edcf43f328da5c52d1f79d5f970bff0c770f,['outrem'],lisboa,cascais,união das freguesias de carcavelos e parede,101-200,['apartamento'],['T3'],1997,portugal,20001-35000,3,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,,,,,,['quero-independecia'],2024-05-09 16:48:11.844,,,,,,,,,,,,,,,
40,663cfef7f98f450700286294,74aeed4e9db2e14f1e3136640e7e0cd067eef5f7da18b79ad8c5fa3c34cbcea8,['comprei'],setúbal,palmela,pinhal novo,101-200,['apartamento'],['T4+'],1978,portugal,12001-20000,1,2,['empregado-tempo-inteiro'],estudo-superior,['muito-satisfeito'],NR,NR,,,,,,,2024-05-09 16:51:03.745,142000.0,2003.0,recem-construido,['emprestimo'],7001-12000,,,,,,,,,,
41,663cff20f98f450700286296,edcef330d11cbfa0fbdf448620f798170f063a6705ef4056476d16b5debe60f0,['arrendo'],porto,vila nova de gaia,união das freguesias de mafamude e vilar do paraíso,41-60,['apartamento'],['T3'],1997,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,50,250.0,2022.0,12001-20000,['sem-ajuda'],['partilho-casa-com-desconhecidos'],2024-05-09 16:51:44.984,,,,,,,,,,,,,,,
42,663d00a4f98f450700286298,7915897a1ad6e15bb056eeed2d4ece82b72ec161d2246d2a717cf06ad705056b,['comprei'],lisboa,sintra,algueirão-mem martins,>400,['moradia'],['T4+'],1993,portugal,20001-35000,1,1,"['empregado-tempo-inteiro', 'licenca']",mestrado,['satisfeito'],"Para comprar casa demorámos cerca de 2 anos. Certo que apanhámos o período do COVID mas os preços exorbitantes das casas tornaram a procura muito complicada, com necessidade de reajustar os valores que podíamos e queríamos dar pela casa várias vezes ao longo do tempo, para acompanhar os preços visivelmente crescentes de mês para mês. Em cima disso apanhámos a subida da euribor o que complicou ainda mais o orçamento familiar - a cada nova simulação bancária os valores a pagar mensalmente subiam drasticamente.",NR,,,,,,"['pago-demasiado', 'dificuldades-financeiras', 'vivo-longe']",2024-05-09 16:58:12.303,400000.0,2022.0,bom,"['emprestimo', 'conjunto']",12001-20000,,35001-50000,,,,,,,,
43,663d0184f98f45070028629a,192e9a6544a557fdacd1f324e18da7944dff878fdac03e396ff20b193e7334f8,['comprei'],porto,porto,campanhã,101-200,['moradia'],['T3'],1993,portugal,35001-50000,1,0,['independente'],mestrado,['satisfeito'],NR,NR,,,,,,['outro'],2024-05-09 17:01:56.203,173000.0,2020.0,recem-construido,"['emprestimo', 'conjunto', 'apoio-familiar']",20001-35000,Custos com reparação sem intervenção de empreiteiro/a,35001-50000,,,,,,,,
44,663d0266f98f45070028629c,049c6b2c6c412fbb1e334fe770e72670a186ef21454875902e255d5d89327f2e,['arrendo'],lisboa,amadora,falagueira-venda nova,41-60,['apartamento'],['T1'],1980,portugal,20001-35000,0,2,"['empregado-tempo-inteiro', 'licenca']",doutoramento,['indiferente'],NR,NR,100,600.0,2024.0,20001-35000,['apoio-familiar-actualmente'],"['pago-demasiado', 'dificuldades-financeiras']",2024-05-09 17:05:42.803,,,,,,,,,,,,,,,
45,663d03caf98f45070028629e,6478d1063e00c2c0531761f2621e30b1cec7beab226a8b70ad746bcdfb89e0c0,['arrendo'],porto,matosinhos,união das freguesias de são mamede de infesta e senhora da hora,21-40,['apartamento'],['T1'],1996,portugal,20001-35000,0,1,['empregado-tempo-inteiro'],mestrado,['indiferente'],NR,NR,65,300.0,2022.0,20001-35000,['sem-ajuda'],"['quero-independecia', 'dificuldades-financeiras', 'falta-espaco']",2024-05-09 17:11:38.402,,,,,,,,,,,,,,,
46,663d0570f98f4507002862a0,15ed54e7b84afe6b815e2b2dd4cf141272f35d359c9afca65e813ac3be21fccd,['comprei'],porto,vila nova de gaia,união das freguesias de serzedo e perosinho,101-200,['apartamento'],['T4+'],1996,portugal,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],NR,NR,,,,,,,2024-05-09 17:18:40.322,147000.0,2023.0,bom,"['emprestimo', 'conjunto']",20001-35000,,50001-80000,,,,,,,,
